"fit_key","model_index","response_index","response_var","spec_index","spec_code","domain","gamma"
"best_fit_1a",1,1,"F1_Direct",1,"a","SI034",0.0286313441121415
"best_fit_1a",1,1,"F1_Direct",1,"a","SI035",0.0042867565796577
"best_fit_1a",1,1,"F1_Direct",1,"a","SI036",0.0081138362364436
"best_fit_1a",1,1,"F1_Direct",1,"a","SI037",0.0163258028142795
"best_fit_1a",1,1,"F1_Direct",1,"a","SI038",0.0039631216829415
"best_fit_1a",1,1,"F1_Direct",1,"a","SI041",0.042147009470866
"best_fit_1a",1,1,"F1_Direct",1,"a","SI042",0.0175649912648336
"best_fit_1a",1,1,"F1_Direct",1,"a","SI043",0.0146140650635054
"best_fit_1a",1,1,"F1_Direct",1,"a","SI044",0.0123211873363462
"best_fit_1b",2,1,"F1_Direct",2,"b","AT11",0.772489348337018
"best_fit_1b",2,1,"F1_Direct",2,"b","AT12",0.935702598410989
"best_fit_1b",2,1,"F1_Direct",2,"b","AT13",0.905176139980556
"best_fit_1b",2,1,"F1_Direct",2,"b","AT21",0.869423079628755
"best_fit_1b",2,1,"F1_Direct",2,"b","AT22",0.94352686460674
"best_fit_1b",2,1,"F1_Direct",2,"b","AT31",0.935237086953485
"best_fit_1b",2,1,"F1_Direct",2,"b","AT32",0.844060039743336
"best_fit_1b",2,1,"F1_Direct",2,"b","AT33",0.891275758772276
"best_fit_1b",2,1,"F1_Direct",2,"b","AT34",0.863194539176681
"best_fit_1b",2,1,"F1_Direct",2,"b","BE10",0.851638232990045
"best_fit_1b",2,1,"F1_Direct",2,"b","BE21",0.940721303060838
"best_fit_1b",2,1,"F1_Direct",2,"b","BE22",0.911455841460924
"best_fit_1b",2,1,"F1_Direct",2,"b","BE23",0.921953949367671
"best_fit_1b",2,1,"F1_Direct",2,"b","BE24",0.891102685653571
"best_fit_1b",2,1,"F1_Direct",2,"b","BE25",0.906350942554855
"best_fit_1b",2,1,"F1_Direct",2,"b","BE31",0.651748160000089
"best_fit_1b",2,1,"F1_Direct",2,"b","BE32",0.896071999611808
"best_fit_1b",2,1,"F1_Direct",2,"b","BE33",0.856039659385897
"best_fit_1b",2,1,"F1_Direct",2,"b","BE34",0.566283279201212
"best_fit_1b",2,1,"F1_Direct",2,"b","BE35",0.68666933244463
"best_fit_1b",2,1,"F1_Direct",2,"b","BG311",0.556753399741998
"best_fit_1b",2,1,"F1_Direct",2,"b","BG312",0.671509842531379
"best_fit_1b",2,1,"F1_Direct",2,"b","BG313",0.79640754543964
"best_fit_1b",2,1,"F1_Direct",2,"b","BG314",0.824197618733308
"best_fit_1b",2,1,"F1_Direct",2,"b","BG315",0.750436227737779
"best_fit_1b",2,1,"F1_Direct",2,"b","BG321",0.809104454609386
"best_fit_1b",2,1,"F1_Direct",2,"b","BG322",0.702566149804255
"best_fit_1b",2,1,"F1_Direct",2,"b","BG323",0.740441113277147
"best_fit_1b",2,1,"F1_Direct",2,"b","BG324",0.82240487060301
"best_fit_1b",2,1,"F1_Direct",2,"b","BG325",0.601559014681568
"best_fit_1b",2,1,"F1_Direct",2,"b","BG331",0.802965543534807
"best_fit_1b",2,1,"F1_Direct",2,"b","BG332",0.564555685516403
"best_fit_1b",2,1,"F1_Direct",2,"b","BG333",0.713396842502693
"best_fit_1b",2,1,"F1_Direct",2,"b","BG334",0.436290228132538
"best_fit_1b",2,1,"F1_Direct",2,"b","BG341",0.782911354699194
"best_fit_1b",2,1,"F1_Direct",2,"b","BG342",0.662634516075567
"best_fit_1b",2,1,"F1_Direct",2,"b","BG343",0.642140687262432
"best_fit_1b",2,1,"F1_Direct",2,"b","BG344",0.833357466212989
"best_fit_1b",2,1,"F1_Direct",2,"b","BG411",0.913609965506117
"best_fit_1b",2,1,"F1_Direct",2,"b","BG412",0.879151468557265
"best_fit_1b",2,1,"F1_Direct",2,"b","BG413",0.882187335159331
"best_fit_1b",2,1,"F1_Direct",2,"b","BG414",0.660060345348338
"best_fit_1b",2,1,"F1_Direct",2,"b","BG415",0.660313231349202
"best_fit_1b",2,1,"F1_Direct",2,"b","BG421",0.874934353100242
"best_fit_1b",2,1,"F1_Direct",2,"b","BG422",0.712894146716748
"best_fit_1b",2,1,"F1_Direct",2,"b","BG423",0.693708488796268
"best_fit_1b",2,1,"F1_Direct",2,"b","BG424",0.695477425721446
"best_fit_1b",2,1,"F1_Direct",2,"b","BG425",0.694663675391003
"best_fit_1b",2,1,"F1_Direct",2,"b","CH01",0.915863713283036
"best_fit_1b",2,1,"F1_Direct",2,"b","CH02",0.936519492685507
"best_fit_1b",2,1,"F1_Direct",2,"b","CH03",0.8636814040823
"best_fit_1b",2,1,"F1_Direct",2,"b","CH04",0.884586312781626
"best_fit_1b",2,1,"F1_Direct",2,"b","CH05",0.883468031332523
"best_fit_1b",2,1,"F1_Direct",2,"b","CH06",0.850346470274331
"best_fit_1b",2,1,"F1_Direct",2,"b","CH07",0.686089811454481
"best_fit_1b",2,1,"F1_Direct",2,"b","DE1",0.943392713371999
"best_fit_1b",2,1,"F1_Direct",2,"b","DE2",0.954233664793497
"best_fit_1b",2,1,"F1_Direct",2,"b","DE3",0.783702661301251
"best_fit_1b",2,1,"F1_Direct",2,"b","DE4",0.811095437162382
"best_fit_1b",2,1,"F1_Direct",2,"b","DE6",0.628603191999719
"best_fit_1b",2,1,"F1_Direct",2,"b","DE7",0.900923319761613
"best_fit_1b",2,1,"F1_Direct",2,"b","DE8",0.653793219729991
"best_fit_1b",2,1,"F1_Direct",2,"b","DE9",0.913664192045227
"best_fit_1b",2,1,"F1_Direct",2,"b","DEA",0.969051489241125
"best_fit_1b",2,1,"F1_Direct",2,"b","DEB",0.837537046202164
"best_fit_1b",2,1,"F1_Direct",2,"b","DEC",0.605539692128766
"best_fit_1b",2,1,"F1_Direct",2,"b","DED",0.86131076224431
"best_fit_1b",2,1,"F1_Direct",2,"b","DEE",0.78135931677231
"best_fit_1b",2,1,"F1_Direct",2,"b","DEF",0.840907772717257
"best_fit_1b",2,1,"F1_Direct",2,"b","DEG",0.731290912864544
"best_fit_1b",2,1,"F1_Direct",2,"b","EL30",0.961155535217731
"best_fit_1b",2,1,"F1_Direct",2,"b","EL41",0.827729428597946
"best_fit_1b",2,1,"F1_Direct",2,"b","EL42",0.878269446515801
"best_fit_1b",2,1,"F1_Direct",2,"b","EL43",0.869081101664382
"best_fit_1b",2,1,"F1_Direct",2,"b","EL51",0.890043702895069
"best_fit_1b",2,1,"F1_Direct",2,"b","EL52",0.949262710080232
"best_fit_1b",2,1,"F1_Direct",2,"b","EL53",0.741382742842346
"best_fit_1b",2,1,"F1_Direct",2,"b","EL54",0.708351522818914
"best_fit_1b",2,1,"F1_Direct",2,"b","EL61",0.883229646394787
"best_fit_1b",2,1,"F1_Direct",2,"b","EL62",0.672505070187147
"best_fit_1b",2,1,"F1_Direct",2,"b","EL63",0.90537477262996
"best_fit_1b",2,1,"F1_Direct",2,"b","EL64",0.855295869032143
"best_fit_1b",2,1,"F1_Direct",2,"b","EL65",0.832669482358453
"best_fit_1b",2,1,"F1_Direct",2,"b","ES11",0.888498014134643
"best_fit_1b",2,1,"F1_Direct",2,"b","ES12",0.395860941009767
"best_fit_1b",2,1,"F1_Direct",2,"b","ES13",0.647000671295602
"best_fit_1b",2,1,"F1_Direct",2,"b","ES21",0.806853930063835
"best_fit_1b",2,1,"F1_Direct",2,"b","ES22",0.703598817820855
"best_fit_1b",2,1,"F1_Direct",2,"b","ES23",0.215980598700895
"best_fit_1b",2,1,"F1_Direct",2,"b","ES24",0.745486612409656
"best_fit_1b",2,1,"F1_Direct",2,"b","ES30",0.935663571693497
"best_fit_1b",2,1,"F1_Direct",2,"b","ES41",0.852929145502212
"best_fit_1b",2,1,"F1_Direct",2,"b","ES42",0.79535967206236
"best_fit_1b",2,1,"F1_Direct",2,"b","ES43",0.766641213365499
"best_fit_1b",2,1,"F1_Direct",2,"b","ES51",0.922252553664853
"best_fit_1b",2,1,"F1_Direct",2,"b","ES52",0.90059680305463
"best_fit_1b",2,1,"F1_Direct",2,"b","ES53",0.339515445893458
"best_fit_1b",2,1,"F1_Direct",2,"b","ES61",0.947053948663346
"best_fit_1b",2,1,"F1_Direct",2,"b","ES62",0.706482499335764
"best_fit_1b",2,1,"F1_Direct",2,"b","ES70",0.664358295925808
"best_fit_1b",2,1,"F1_Direct",2,"b","FI193",0.789497255637584
"best_fit_1b",2,1,"F1_Direct",2,"b","FI194",0.717973012592957
"best_fit_1b",2,1,"F1_Direct",2,"b","FI195",0.695092089116612
"best_fit_1b",2,1,"F1_Direct",2,"b","FI196",0.776139473392174
"best_fit_1b",2,1,"F1_Direct",2,"b","FI197",0.904847326959511
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1B1",0.956944284830416
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1C1",0.880250082725327
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1C2",0.671977767466701
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1C3",0.784330777402558
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1C4",0.789968499817967
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1C5",0.629007194552125
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1D1",0.665464514057527
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1D2",0.804784337746379
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1D3",0.71512532490717
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1D5",0.390658796612295
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1D7",0.694923446111681
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1D8",0.59966304731351
"best_fit_1b",2,1,"F1_Direct",2,"b","FI1D9",0.802232630157169
"best_fit_1b",2,1,"F1_Direct",2,"b","FR10",0.923375972250603
"best_fit_1b",2,1,"F1_Direct",2,"b","FRB0",0.813331312655686
"best_fit_1b",2,1,"F1_Direct",2,"b","FRC1",0.69228144741881
"best_fit_1b",2,1,"F1_Direct",2,"b","FRC2",0.632376563308538
