geo,AREA_SQKM,SECONDARY_Y20.24,SECONDARY_Y25.34,SECONDARY_Y25.64,SECONDARY_Y30.34,TERTIARY_Y20.24,TERTIARY_Y25.34,TERTIARY_Y25.64,TERTIARY_Y30.34,POVERTY_RATE,EMPL_RATE_Y15.24,EMPL_RATE_Y15.64,EMPL_RATE_Y15.74,EMPL_RATE_Y20.64,EMPL_RATE_Y25.34,EMPL_RATE_Y25.64,EMPL_RATE_Y35.44,EMPL_RATE_Y45.54,EMPL_RATE_Y55.64,EMPL_RATE_Y_GE15,EMPL_RATE_Y_GE25,EMPL_RATE_Y_GE65,TOT_POPULATION,POPULATION_15TO99,FEMALE_RATE,ICCS0401_ROBBERY_RATE,ICCS0502_THEFT_RATE,POPDENSITY,RATE_Y_LT20,RATE_Y20_39,RATE_Y40_59,RATE_Y60_79,RATE_Y80_99,country,nuts_level,NAME_LATN,NUTS_ID,university_count_per_1k_inhab,school_count_per_1k_inhab,place_of_worship_count_per_1k_inhab,kindergarten_count_per_1k_inhab,library_count_per_1k_inhab,hospital_count_per_1k_inhab,nursing_home_count_per_1k_inhab,social_facility_count_per_1k_inhab,marketplace_count_per_1k_inhab,community_centre_count_per_1k_inhab,college_count_per_1k_inhab,clinic_count_per_1k_inhab,doctors_count_per_1k_inhab,pharmacy_count_per_1k_inhab,public_bath_count_per_1k_inhab,shower_count_per_1k_inhab,nightclub_count_per_1k_inhab,social_centre_count_per_1k_inhab,refugee_site_count_per_1k_inhab,give_box_count_per_1k_inhab,internet_cafe_count_per_1k_inhab,kitchen_count_per_1k_inhab,geometry
AT33,12648,52,51.5,53,52.2,34.3,41.1,32.2,39.7,14.3,55.5,77.4,69,80.3,87.5,81.4,89.6,88,62.1,62,62.9,6.8,771304,659025,50.65019758746227,0.21379378299606897,13.611494300561125,60.98228969006958,19.392483378797465,26.37909306836215,28.45077945920156,20.06601806810285,5.691919139535125,AT,4,Tirol,AT33,0.06352877723958388,0.3941377200170102,2.277960441019365,0.14131911671662534,0.00907553960565484,0.014261562237457604,0.024633607501063137,0.10760996960990737,0.005186022631802765,0.07649383381909079,0.007779033947704148,0.007779033947704148,0.03630215842261936,0.007779033947704148,0.01037204526360553,0.05056372066007696,0.0012965056579506912,0.0012965056579506912,0.005186022631802765,0,0,0,"list(list(c(12.2283597, 12.1722235, 12.1945969, 12.060662, 11.828887, 11.632883, 11.5585673, 11.410219, 11.3956188, 11.4214275, 11.3328294, 11.2650568, 11.2083889, 11.0165005, 10.9912025, 10.9577936, 10.8842713, 10.886199, 10.7873761, 10.6370435, 10.553154, 10.454439, 10.4403131, 10.4683086, 10.3832478, 10.3100811, 10.178353, 10.212787, 10.1425609, 10.1463372, 10.1075983, 10.1449745, 10.2187794, 10.2456122, 10.3763168, 10.4784873, 10.4696515, 10.6652251, 10.8116104, 11.0058982, 11.1642815, 11.3283518, 
11.4112505, 11.4816303, 11.5463018, 11.6271995, 11.7508114, 12.136014, 12.0874548, 12.1006083, 12.3884489, 12.4868464, 12.6873639, 12.6410374, 12.6515281, 12.5750265, 12.5047212, 12.4290389, 12.3380455, 12.2640709, 12.2533542, 12.2283597, 47.7209635, 47.6950309, 47.6167946, 47.6187435, 47.5855569, 47.592446, 47.5151052, 47.495324, 47.4720072, 47.444852, 47.4442533, 47.4041775, 47.4305332, 47.396368, 47.396131, 47.4493567, 47.4840445, 47.536848, 47.5197767, 47.5646806, 47.5371963, 47.555797, 47.5083938, 
47.4370069, 47.3546046, 47.3018153, 47.270114, 47.157281, 47.0856863, 46.9900615, 46.9209459, 46.8510095, 46.8675563, 46.921561, 46.9947411, 46.9355931, 46.854909, 46.8690318, 46.7820598, 46.7688496, 46.9657225, 46.9902499, 46.9705266, 47.0031231, 46.9894223, 47.013299, 46.9757264, 47.0806675, 47.1766284, 47.2904728, 47.3161203, 47.3546046, 47.4805066, 47.5407796, 47.5766832, 47.632316, 47.6296239, 47.6891211, 47.6970875, 47.68489, 47.7241216, 47.7209635)), list(c(12.8083552, 12.933942, 12.9609184, 
12.8496008, 12.8345821, 12.8083552, 12.7388786, 12.7420472, 12.656083, 12.4717772, 12.3788443, 12.2407455, 12.1318994, 12.1563608, 12.2749477, 12.2926646, 12.477924, 12.690635, 12.722763, 12.8083552, 46.7553996, 46.7691056, 46.7899324, 46.8608816, 46.907713, 46.922375, 46.9760277, 47.0328293, 47.099701, 47.1540268, 47.1395392, 47.0691685, 47.0086509, 46.9163492, 46.874102, 46.7891622, 46.6798355, 46.656972, 46.73248, 46.7553996)))"
AT34,2602,56.6,56.2,54.4,56.3,25.6,32.2,29.4,33.8,18.6,54.6,77.3,69.2,80.5,86.8,81.6,88.8,87.8,64,62.3,63.4,7.1,406395,341807,50.247911514659386,0.3981348195720912,27.021739932823976,156.18562644119908,21.227623371350532,25.56748975750194,28.469838457658188,19.30757022109032,5.411976033169699,AT,4,Vorarlberg,AT34,0.03198858253669459,0.4945926992212011,1.1688135926869179,0.27805460204973,0.014763961170782122,0.014763961170782122,0.007381980585391061,0.0688984854636499,0.004921320390260706,0.0688984854636499,0.007381980585391061,0.004921320390260706,0.044291883512346364,0.029527922341564244,0.014763961170782122,0.054134524292867775,0.009842640780521413,0.002460660195130353,0,0,0,0,"list(list(c(9.6965015, 9.5587205, 9.5783082, 9.6513167, 9.6533973, 9.6094199, 9.530749, 9.6205805, 9.607078, 9.8709551, 9.88113, 9.954927, 10.0879179, 10.1449745, 10.1075983, 10.1463372, 10.1425609, 10.212787, 10.178353, 10.2175059, 10.1975072, 10.1020687, 10.0840138, 9.999526, 9.9678135, 9.8596105, 9.7936304, 9.6965015, 47.531359, 47.541893, 47.4820723, 47.429418, 47.3758071, 47.3546046, 47.270581, 47.1516455, 47.0607745, 47.01375, 46.9415781, 46.9149026, 46.8491151, 46.8510095, 46.9209459, 46.9900615, 
47.0856863, 47.157281, 47.270114, 47.3546046, 47.3842965, 47.3665981, 47.4476546, 47.483017, 47.5462405, 47.5394545, 47.5827691, 47.531359)))"
BE10,162,61.2,25.8,25,24.1,21.3,61.6,53.8,60.6,38.9,16.5,61,56.3,66.5,73.1,70.9,75.9,73.5,56.7,52.3,58.9,5.5,1253178,1019967,50.70835906790576,3.398000922454751,34.20679265036571,7735.666666666667,24.456940674030346,31.790695336177304,26.135872158623915,13.922603173691208,3.666917229635375,BE,4,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,BE10,0.008777683617171702,0.33754183364214824,0.14363482282644605,0.03590870570661151,0.016757395996418706,0.010373626093021103,0,0.04787827427548202,0.005585798665472902,0.051868130465105515,0.03910059065831031,0.011969568568870504,0.0023939137137741007,0.017555367234343405,0.0015959424758494004,0.003989856189623501,0.011171597330945804,0.0015959424758494004,0,0.0015959424758494004,0,0,"list(list(c(4.4014417, 4.3077608, 4.2583775, 4.3714031, 4.4804765, 4.4767835, 4.4014417, 50.9061478, 50.8904166, 50.8224343, 50.768245, 50.794258, 50.8203775, 50.9061478)))"
BE23,3009,66.1,34.9,37.8,37.8,26.3,53.2,46.8,50.5,11.5,33.8,73.5,63.9,78.9,88,81.9,90.7,88.3,61.5,56.9,60.5,3.6,1563346,1313075,50.5267547938844,0.2809998554382715,9.346875227876618,519.5566633433034,21.534324455366885,24.83199496464634,26.75709663759654,20.981151965080027,5.8727882375366685,BE,4,Prov. Oost-Vlaanderen,BE23,0.014072380650220746,0.41257661451783545,0.5360297720402265,0.022387878307169366,0.027505107634522363,0.02430683930492674,0.005117229327352998,0.12537211852014846,0.004477575661433873,0.08187566923764797,0.016630995313897244,0.004477575661433873,0.026225800302684114,0.0390188736210666,0,0.008955151322867746,0.0012793073318382495,0.001918960997757374,0,6.396536659191248e-4,0,0,"list(list(c(4.242049, 4.2348175, 4.2159519, 4.1657555, 4.1052114, 3.9776665, 3.8563395, 3.6017475, 3.5343111, 3.5002824, 3.380661, 3.41093, 3.331306, 3.4397572, 3.44883, 3.419824, 3.4667465, 3.5133249, 3.4603055, 3.5412725, 3.6292444, 3.7192507, 3.7756765, 3.8153905, 3.8957365, 4.059374, 4.1052114, 4.1368848, 4.1565866, 4.147153, 4.240999, 4.2006867, 4.175792, 4.3078285, 4.3272389, 4.3066972, 4.242049, 51.353967, 51.348254, 51.3330928, 51.2927285, 51.2653992, 51.225132, 51.211056, 51.3005669, 51.2895125, 
51.2467507, 51.2742995, 51.159889, 51.098873, 51.0259486, 50.9402639, 50.910935, 50.9020965, 50.8082358, 50.765899, 50.7337005, 50.7264333, 50.7750244, 50.7478925, 50.750725, 50.7329445, 50.796891, 50.9294467, 50.9194287, 50.9292911, 50.9693985, 51.036869, 51.0443398, 51.1012115, 51.1250345, 51.1699011, 51.2768334, 51.353967)))"
BE24,2118,61.7,29.3,32.8,26.7,32.2,54.7,50,56.3,11,20.7,67.3,58.5,73.7,80.3,78,84.3,83.9,64,52.1,57.3,2.5,1188079,986721,50.91488023944536,0.471769974892242,9.824683375432103,560.9438149197356,22.867502918576964,23.8991683212985,26.811095895138287,20.609656428570826,5.790776539270537,BE,4,Prov. Vlaams-Brabant,BE24,0.21042371761473774,0.42926438393406496,0.5075420068867474,0.037876269170652795,0.02525084611376853,0.01851728715009692,0.002525084611376853,0.11278711264149943,0.002525084611376853,0.20874032787381985,0.013467117927343215,0.008416948704589509,0.05386847170937286,0.0791193178231414,0.002525084611376853,0.0058918640932126565,0.004208474352294754,0,0,0,0,0,"list(list(c(4.528663, 4.240999, 4.147153, 4.1565866, 4.1368848, 4.1052114, 4.059374, 3.8957365, 3.9394782, 4.1052114, 4.2726254, 4.597269, 4.6284394, 4.6634177, 4.7588413, 5.0195665, 5.1034805, 5.168051, 5.0637028, 5.1211589, 4.9815745, 4.8292764, 4.789319, 4.528663, 50.9922645, 51.036869, 50.9693985, 50.9292911, 50.9194287, 50.9294467, 50.796891, 50.7329445, 50.6911638, 50.7075457, 50.6961714, 50.7635345, 50.749574, 50.78849, 50.8025153, 50.750762, 50.709064, 50.8863002, 50.9408841, 51.0200769, 
51.0348855, 51.0150245, 51.038929, 50.9922645), c(4.3077608, 4.4014417, 4.4767835, 4.4804765, 4.3714031, 4.2583775, 4.3077608, 50.8904166, 50.9061478, 50.8203775, 50.794258, 50.768245, 50.8224343, 50.8904166)))"
BE25,3167,62.7,40.8,42.4,42.4,29.2,48.5,40,47.3,10.8,34.5,73.9,62.7,79.3,90.4,82,92.3,87.8,61.7,54.4,57.2,4,1222004,1040291,50.36914772783068,0.36898406224529545,10.834498086749306,385.85538364382694,20.02145655824367,22.851316362303233,25.845660079672406,24.033309219937088,7.219207138438172,BE,4,Prov. West-Vlaanderen,BE25,0.010638263049875451,0.5212748894438971,0.438623768825634,0.015548230611356429,0.03436977293036684,0.020458198172837408,0.005728295488394473,0.14238905928294834,0.010638263049875451,0.10310931879110052,0.009001607196048459,0.0016366558538269923,0.03927974049184782,0.05155465939555026,0,0.026186493661231876,0.0024549837807404887,0.0024549837807404887,0,8.183279269134961e-4,0,0,"list(list(c(3.4667465, 3.419824, 3.44883, 3.4397572, 3.331306, 3.41093, 3.380661, 3.3657875, 3.1953846, 3.1106885, 2.7490515, 2.703774, 2.6792938, 2.6510292, 2.604628, 2.546011, 2.6226208, 2.607036, 2.6361432, 2.7066946, 2.863276, 2.8529767, 2.9417009, 2.9543678, 3.0018815, 3.0187085, 3.098481, 3.176996, 3.1953846, 3.2967188, 3.324118, 3.4603055, 3.5133249, 3.4667465, 50.9020965, 50.910935, 50.9402639, 51.0259486, 51.098873, 51.159889, 51.2742995, 51.3698355, 51.3550153, 51.3122595, 51.16177, 51.1448255, 
51.1361205, 51.1291479, 51.110096, 51.089382, 50.9566082, 50.9126895, 50.820799, 50.8099287, 50.7083435, 50.7504771, 50.7690008, 50.7974769, 50.8051838, 50.773533, 50.779019, 50.7561645, 50.7553546, 50.7508916, 50.722309, 50.765899, 50.8082358, 50.9020965)))"
BE31,1097,51.5,31.6,29.1,27.1,40.3,61.2,62,66.8,21.3,23.5,68.3,59.6,74.6,76.1,79.2,89.4,83.8,67.7,53.1,58.4,4.8,413959,345825,51.477561787520024,1.4001386610751307,24.355793689713234,377.35551504102096,22.69065293905918,23.793419155037093,26.77390756089371,21.34559219632862,5.365990351701497,BE,4,Prov. Brabant Wallon,BE31,0.012078490865037358,0.5145437108505915,0.599093146905853,0.04106686894112702,0.033819774422104605,0.016909887211052303,0.0024156981730074716,0.128032003169396,0.0024156981730074716,0.14011049403443335,0.016909887211052303,0.021741283557067247,0.07247094519022415,0.11836921047736612,0,0.0024156981730074716,0.0024156981730074716,0.007247094519022415,0,0.0024156981730074716,0.0024156981730074716,0,"list(list(c(4.7588413, 4.6634177, 4.6284394, 4.597269, 4.2726254, 4.1052114, 4.1064236, 4.1076255, 4.1812195, 4.2472195, 4.5005922, 4.577538, 4.671893, 4.983341, 5.0195665, 4.7588413, 50.8025153, 50.78849, 50.749574, 50.7635345, 50.6961714, 50.7075457, 50.6762869, 50.6452928, 50.6444982, 50.596119, 50.5308742, 50.542286, 50.5967342, 50.6422425, 50.750762, 50.8025153)))"
BE32,3814,65.8,44.2,40.7,41.6,18.1,34.7,34.3,36.9,27.7,18.4,57,49.1,62.6,69.6,66.1,74.1,73.8,47.3,44.4,48.9,1.6,1361026,1133464,51.168383263802454,0.9578068310230665,10.138087002011718,356.85002621919244,22.78222458645169,24.734722187526174,26.5833275778714,21.086298130968842,4.7904301607757676,BE,4,Prov. Hainaut,BE32,0.02645063356614789,0.7847021291290541,0.6855122532559995,0.02498115392358412,0.025715893744866006,0.03306329195768487,7.347398212818858e-4,0.1293142085456119,0.004408438927691316,0.07200450248562482,0.03379803177896675,0.01249057696179206,0.019103235353329032,0.0573097060599871,0,7.347398212818858e-4,0.005143178748973201,0.0036736991064094293,0,7.347398212818858e-4,0,0,"list(list(c(3.6292444, 3.5412725, 3.4603055, 3.324118, 3.2967188, 3.1953846, 3.245294, 3.3033021, 3.3858116, 3.4909836, 3.5239951, 3.6150815, 3.65551, 3.666698, 3.7078889, 3.7702335, 3.8940678, 4.0277745, 4.0554307, 4.1981926, 4.148795, 4.2085292, 4.140853, 4.233133, 4.432494, 4.378275, 4.3849018, 4.3314089, 4.474987, 4.5886625, 4.607539, 4.577538, 4.5005922, 4.2472195, 4.1812195, 4.1076255, 4.1064236, 4.1052114, 3.9394782, 3.8957365, 3.8153905, 3.7756765, 3.7192507, 3.6292444, 50.7264333, 50.7337005, 
50.765899, 50.722309, 50.7508916, 50.7553546, 50.7130095, 50.5224229, 50.4950332, 50.5271565, 50.4974771, 50.490399, 50.4617355, 50.3557512, 50.3223671, 50.3504345, 50.3325362, 50.3583305, 50.3407585, 50.2500512, 50.1505554, 50.0787877, 49.97876, 49.9578285, 49.941616, 50.1474761, 50.2187538, 50.257907, 50.32761, 50.321316, 50.4119314, 50.542286, 50.5308742, 50.596119, 50.6444982, 50.6452928, 50.6762869, 50.7075457, 50.6911638, 50.7329445, 50.750725, 50.7478925, 50.7750244, 50.7264333)), list(c(3.0018815, 
2.9543678, 2.9417009, 2.8529767, 2.863276, 2.9081047, 3.0187085, 3.0018815, 50.8051838, 50.7974769, 50.7690008, 50.7504771, 50.7083435, 50.7017415, 50.773533, 50.8051838)))"
BE33,3858,63.3,40.5,40.6,39.2,22,40.5,38.6,42.7,22.8,19.2,57.9,50.2,63,67.7,66.8,75.3,71.3,53.3,45.2,49.6,2.8,1122360,934440,50.87850600520332,1.3754944937453224,17.780658612209987,290.91757387247276,22.588117894436724,25.374033287002387,26.029437969991804,20.925371538543782,5.060319327132114,BE,4,Prov. Liège,BE33,0.013364695819523147,0.7671335400406287,0.8277201610891336,0.04722192522898179,0.03207526996685555,0.03563918885206172,0.0017819594426030862,0.14077479596564382,0.013364695819523147,0.17285006593249938,0.013364695819523147,0.012473716098221604,0.03118429024555401,0.07929719519583735,0,0.0035639188852061724,0.0035639188852061724,0.0017819594426030862,0,0.0017819594426030862,0,0,"list(list(c(5.6820005, 5.687622, 5.4316865, 5.3771198, 5.236913, 5.1034805, 5.0195665, 4.983341, 5.028495, 5.0632871, 5.2028312, 5.2212595, 5.3029472, 5.393235, 5.4250838, 5.6758385, 5.7128986, 5.7215495, 5.836916, 5.8755171, 5.9801975, 6.0118735, 6.0248995, 6.1376625, 6.1932736, 6.3148009, 6.4050285, 6.3546996, 6.3677831, 6.315556, 6.1922005, 6.1893125, 6.2560622, 6.1838202, 6.1185855, 6.020999, 5.892073, 5.8871238, 5.819052, 5.7699419, 5.6820005, 50.7574465, 50.811924, 50.719803, 50.7454774, 50.727273, 
50.709064, 50.750762, 50.6422425, 50.5888215, 50.5365721, 50.4663801, 50.4172975, 50.3739602, 50.379364, 50.4188547, 50.368515, 50.3512132, 50.2619895, 50.2691669, 50.3412009, 50.329853, 50.2912669, 50.1827795, 50.1299515, 50.2405044, 50.313061, 50.3233085, 50.3791044, 50.445172, 50.4970425, 50.5210555, 50.566094, 50.6220967, 50.6384268, 50.7124145, 50.7542955, 50.7552375, 50.7185278, 50.7145575, 50.7466521, 50.7574465)))"
BE34,4461,66.4,44,43,45,20.9,42.7,40.4,42.1,20.6,31.7,65,57.1,70.6,80,73,83.6,81.2,47.4,52.1,55.8,4.1,297654,246452,49.8945083889348,1.2323032783029961,30.68596424035961,66.7236045729657,23.662373090904204,26.107493935912167,26.323852526759257,19.275400296989122,4.608034832389285,BE,4,Prov. Luxembourg (BE),BE34,0.013438421791744778,1.2396944102884557,2.294610520940421,0.03023644903142575,0.026876843583489556,0.03023644903142575,0,0.1175861906777668,0.006719210895872389,0.21837435411585263,0.036955659927298136,0.013438421791744778,0.013438421791744778,0.0604728980628515,0,0.0033596054479361945,0.0033596054479361945,0.006719210895872389,0,0.0033596054479361945,0,0,"list(list(c(5.6758385, 5.4250838, 5.393235, 5.3836938, 5.246306, 5.2630635, 5.0813144, 5.0280749, 5.0020444, 5.0841526, 5.0972261, 4.969431, 5.1537385, 5.2906182, 5.3199513, 5.393511, 5.470883, 5.734556, 5.818117, 5.8608152, 5.8990699, 5.8714473, 5.7589523, 5.746319, 5.7758598, 5.8688302, 5.9012364, 6.0248995, 6.0118735, 5.9801975, 5.8755171, 5.836916, 5.7215495, 5.7128986, 5.6758385, 50.368515, 50.4188547, 50.379364, 50.2876341, 50.2171607, 50.10849, 50.0913919, 50.0473529, 50.0029249, 49.9675291, 
49.9303862, 49.801826, 49.717926, 49.6798476, 49.6212796, 49.617111, 49.497238, 49.5456905, 49.5463105, 49.5735238, 49.6574145, 49.7150901, 49.8016971, 49.853595, 49.947873, 50.0473529, 50.1084603, 50.1827795, 50.2912669, 50.329853, 50.3412009, 50.2691669, 50.2619895, 50.3512132, 50.368515)))"
BE35,3676,67.1,39.3,36.7,34.8,22.2,46.2,44.1,50.1,20,21.8,62.3,53.8,68.2,78.1,71.8,80.5,77,52.9,48.5,53.1,2.4,506650,424580,50.745090299023,1.5762360603967236,26.88088423961315,137.82644178454842,22.284022500740157,25.301687555511695,26.21869140432251,21.3265567946314,4.84654100463831,BE,4,Prov. Namur,BE35,0.011842494818908516,0.6533109641764532,1.4013618869041744,0.04934372841211882,0.02171124050133228,0.01381624395539327,0.001973749136484753,0.15592618178229545,0.009868745682423763,0.2881673739267739,0.015789993091878025,0.011842494818908516,0.08289746373235962,0.10658245337017665,0,0.011842494818908516,0.005921247409454258,0,0,0,0,0,"list(list(c(5.2028312, 5.0632871, 5.028495, 4.983341, 4.671893, 4.577538, 4.607539, 4.5886625, 4.474987, 4.3314089, 4.3849018, 4.378275, 4.432494, 4.6776578, 4.6952057, 4.6973884, 4.796697, 4.8690704, 4.8357682, 4.8016969, 4.8786035, 4.8644336, 4.969431, 5.0972261, 5.0841526, 5.0020444, 5.0280749, 5.0813144, 5.2630635, 5.246306, 5.3836938, 5.393235, 5.3029472, 5.2212595, 5.2028312, 50.4663801, 50.5365721, 50.5888215, 50.6422425, 50.5967342, 50.542286, 50.4119314, 50.321316, 50.32761, 50.257907, 50.2187538, 
50.1474761, 49.941616, 49.9962822, 50.0473529, 50.0850445, 50.148678, 50.1443824, 50.0473529, 49.9653318, 49.9125466, 49.811491, 49.801826, 49.9303862, 49.9675291, 50.0029249, 50.0473529, 50.0913919, 50.10849, 50.2171607, 50.2876341, 50.379364, 50.3739602, 50.4172975, 50.4663801)))"
AT11,3964,53.7,50.6,54,49.3,34.9,41,33.2,39.5,12.3,50.2,73.2,61.9,76.6,86.7,76.9,87.6,88.8,52.2,54.8,55.3,4.5,301250,261321,51.033029045643154,0.10024896265560165,19.978423236514526,75.99646821392533,17.88149377593361,20.700746887966805,29.850954356846472,24.88630705394191,6.66356846473029,AT,4,Burgenland,AT11,0.013278008298755188,0.44481327800829873,1.8755186721991701,0.2024896265560166,0.003319502074688797,0.016597510373443983,0.023236514522821577,0.05975103734439834,0,0.039834024896265564,0.006639004149377594,0.003319502074688797,0.08298755186721991,0.02987551867219917,0.003319502074688797,0.07966804979253113,0.026556016597510376,0,0,0,0,0,"list(list(c(16.9971293, 16.975732, 16.8786026, 16.7151215, 16.5881735, 16.49177, 16.3911505, 16.2954216, 16.3089547, 16.3725435, 16.3207327, 16.3283391, 16.2798395, 16.171081, 16.0788146, 16.0334947, 16.1065615, 16.0957366, 16.1295522, 15.996236, 16.113849, 16.2952341, 16.4723331, 16.4982613, 16.4744137, 16.5193648, 16.4358775, 16.4812825, 16.4337615, 16.4715065, 16.64622, 16.7024465, 16.6545381, 16.4215425, 16.6046174, 16.7102996, 16.7699491, 16.8612288, 16.9058439, 17.0573578, 17.0631581, 17.0337164, 
17.0947771, 17.1087463, 17.1607975, 17.0772068, 17.066741, 16.9971293, 48.1029324, 48.040588, 48.0662332, 48.0088781, 47.8999611, 47.9404138, 47.882134, 47.7462311, 47.6977549, 47.6421355, 47.5704381, 47.5090801, 47.454832, 47.4213375, 47.4010632, 47.3546046, 47.1638677, 47.075998, 47.0083137, 46.8353985, 46.869068, 46.9978486, 47.0017452, 47.0603235, 47.0929108, 47.1337188, 47.1938968, 47.2852197, 47.3529185, 47.4007156, 47.446597, 47.5394505, 47.6112474, 47.665298, 47.7560958, 47.7334073, 47.6828348, 
47.709831, 47.6890818, 47.7077375, 47.8112954, 47.8600229, 47.9029282, 47.9754765, 48.0066565, 48.0377765, 48.1186815, 48.1029324)))"
AT12,19179,55.2,51.9,52.1,51.6,33.7,39.7,36,39.2,13.2,55.2,75.3,65.5,78.4,85.4,78.8,89.1,88.4,56.9,58,58.3,4.3,1718373,1467824,50.812134501647776,0.07024086155916091,4.448510305969658,89.59659002033474,19.60232149830101,22.73481950659141,29.35375497636427,21.88319998044662,6.409784138833652,AT,4,Niederösterreich,AT12,0.006983349947886751,0.40794402612238434,1.8633905444277814,0.31541463931288494,0.009893079092839563,0.015130591553754628,0.013966699895773501,0.08438214520363156,0.0046555666319245004,0.09078354932252776,0.0046555666319245004,0.006983349947886751,0.07041544530785808,0.026769508133565878,0.005237512460915064,0.027351453962556442,0.009893079092839563,0.0023277833159622502,0,0,0,0,"list(list(c(15.0071894, 14.9660052, 14.8174929, 14.7329913, 14.691014, 14.895315, 14.8768681, 14.9602695, 14.9502577, 14.9862731, 14.9504054, 14.6902531, 14.5208075, 14.4776649, 14.4805443, 14.4606308, 14.4961066, 14.7507639, 14.7581614, 14.7190085, 14.738545, 14.9078297, 15.0059604, 15.0880965, 15.1930794, 15.2180295, 15.3824556, 15.5281892, 15.6073261, 15.7617001, 15.8437993, 15.8479095, 16.0509339, 16.1050639, 16.171081, 16.2798395, 16.3283391, 16.3207327, 16.3725435, 16.3089547, 16.2954216, 16.3911505, 
16.49177, 16.5881735, 16.7151215, 16.8786026, 16.975732, 16.9971293, 17.066741, 16.976203, 16.9461936, 16.8555712, 16.851106, 16.949778, 16.940278, 16.8840616, 16.7084339, 16.5634479, 16.4754351, 16.3944967, 16.3067906, 16.0748925, 15.8475186, 15.7536335, 15.5424495, 15.3609023, 15.190021, 15.1242789, 15.0071894, 49.0123065, 48.7726798, 48.7723267, 48.6873951, 48.584302, 48.5125161, 48.4658406, 48.3764825, 48.3332972, 48.2724039, 48.2282099, 48.1615622, 48.2373515, 48.1803267, 48.1055113, 48.0609357, 
48.0038664, 47.903746, 47.8792355, 47.843626, 47.7474265, 47.7124329, 47.7476663, 47.740818, 47.7600603, 47.7941, 47.8168679, 47.7498819, 47.7451355, 47.6343822, 47.6242759, 47.5684685, 47.4953934, 47.514243, 47.4213375, 47.454832, 47.5090801, 47.5704381, 47.6421355, 47.6977549, 47.7462311, 47.882134, 47.9404138, 47.8999611, 48.0088781, 48.0662332, 48.040588, 48.1029324, 48.1186815, 48.1722445, 48.2614154, 48.3528659, 48.438635, 48.535792, 48.6172455, 48.7100957, 48.7342917, 48.8012698, 48.8006306, 
48.7443783, 48.7335335, 48.7560122, 48.86067, 48.8521785, 48.907697, 48.9794896, 48.9511634, 48.996431, 49.0123065), c(16.2049711, 16.4125029, 16.5403019, 16.5438606, 16.578036, 16.496198, 16.4090916, 16.2885959, 16.1857727, 16.2049711, 48.2499823, 48.3173265, 48.2606264, 48.1802097, 48.143312, 48.1561917, 48.1241203, 48.1246405, 48.1723967, 48.2499823)))"
AT13,415,52.7,35.7,37,34.3,25.2,51.6,46.3,52.1,29.5,42.7,67.4,61.1,70.8,75.4,72.1,79.6,77.3,53.8,55.7,57.7,5.2,1982097,1694065,51.106076039669105,0.3849962943286832,9.632727358953673,4776.137349397591,19.36328040454125,31.14363222385181,27.330650316306418,17.42129673774795,4.7209596704903944,AT,4,Wien,AT13,0.02522580882772135,0.19928388973899866,0.17204001620505957,0.09030839560324243,0.00655871029520755,0.011099355884197392,0.0015135485296632809,0.028757422063602336,0.01513548529663281,0.01513548529663281,0.0025225808827721344,0.0035316132358809886,0.007567742648316405,0.007063226471761977,0.0030270970593265618,0.010594839707642967,0.0025225808827721344,0,0,0.0010090323531088538,0,0,"list(list(c(16.5438606, 16.5403019, 16.4125029, 16.2049711, 16.1857727, 16.2885959, 16.4090916, 16.496198, 16.578036, 16.5438606, 48.1802097, 48.2606264, 48.3173265, 48.2499823, 48.1723967, 48.1246405, 48.1241203, 48.1561917, 48.143312, 48.1802097)))"
