region,regunit,dweight,pweight,ppltrst,pplfair,pplhlp,sclmeet,inprdsc,sclact,imbgeco,imueclt,imwbcnt,trstprl,trstlgl,trstplt,trstprt,stfgov,stfdem,stfedu,stfhlth,unique_id,nuts1,nuts2,nuts3,F1W,F2W,F3W,F4W,F5W,F1W_scaled,F2W_scaled,F3W_scaled,F4W_scaled,F5W_scaled
AT31,2,1.3078378,0.33091453,6,7,9,6,3,3,3,2,4,9,6,9,7,1,4,3,8,AT52065,AT3,AT31,NA,0.652,0.375,-1.732,2.801,-1.262,0.5783978397839784,0.5942156003505698,0.3486481710549567,0.6939453826805605,0.3771849126034958
AT13,2,0.68042654,0.33091453,4,4,7,6,4,4,5,6,6,10,10,7,7,7,9,9,9,AT52089,AT1,AT13,NA,-0.837,0.821,0.76,2.517,2.574,0.44437443744374444,0.69193689745837,0.5688284149142958,0.6684333453108157,0.6980011708622564
AT31,2,1.746908,0.33091453,8,8,8,4,1,2,8,7,4,2,6,1,2,2,2,9,6,AT52094,AT3,AT31,NA,0.982,-0.661,0.506,-2.564,-2.334,0.6081008100810081,0.3672217353198949,0.546386287329917,0.21200143729787999,0.2875303169691394
AT12,2,1.0973082,0.33091453,6,7,7,5,3,3,3,3,3,4,7,3,3,3,3,6,7,AT52117,AT1,AT12,NA,0.028,0.056,-1.577,-1.173,-1.584,0.5222322232223222,0.5243207712532867,0.3623431701714084,0.33695652173913043,0.3502550807058627
AT33,2,0.4328124,0.33091453,3,4,4,4,4,4,5,6,4,7,6,8,8,8,6,7,10,AT52135,AT3,AT33,NA,-1.849,0.446,-0.237,2.733,1.743,0.35328532853285327,0.6097721297107801,0.4807386464039583,0.6878368666906215,0.6285021326419671
AT12,2,0.53681755,0.33091453,9,4,7,3,2,1,6,3,3,4,4,2,4,4,7,9,9,AT52150,AT1,AT12,NA,0.026,-1.331,-1.013,-1.135,0.303,0.5220522052205221,0.2204206836108677,0.41217529598869057,0.3403701042040963,0.5080705862674584
AT13,2,1.4876366,0.33091453,7,6,3,3,3,1,7,8,5,1,4,0,0,1,5,7,5,AT52170,AT1,AT13,NA,-0.897,-1.179,1.107,-3.555,-2.236,0.43897389738973897,0.25372480280455745,0.5994875419685457,0.12297879985627022,0.2957263527640712
AT12,2,1.8968233,0.33091453,7,7,9,6,2,3,9,1,4,1,5,0,0,4,8,0,3,AT52179,AT1,AT12,NA,0.64,0.152,-0.669,-3.464,-1.604,0.5773177317731774,0.5453549517966697,0.4425693585439124,0.1311534315486885,0.34858242033955006
AT13,2,2.0805652,0.33091453,7,7,7,4,3,3,6,6,5,4,8,1,3,2,4,2,3,AT52249,AT1,AT13,NA,0.319,-0.063,0.453,-2.082,-2.582,0.5484248424842485,0.4982471516213848,0.5417034811804206,0.255300035932447,0.2667893284268629
AT34,2,0.9475608,0.33091453,4,4,5,6,2,4,7,5,6,6,7,5,7,8,8,7,8,AT52271,AT3,AT34,NA,-1.397,0.595,0.508,1.149,1.695,0.39396939693969396,0.6424189307624891,0.5465629969959357,0.5455443765720446,0.6244877477628168
AT12,2,1.4462273,0.33091453,8,8,9,4,3,3,6,4,4,4,7,3,2,5,9,8,9,AT52278,AT1,AT12,NA,1.43,-0.06,-0.293,-1.135,1.027,0.6484248424842485,0.4989044697633655,0.4757907757554338,0.3403701042040963,0.5686208915279752
AT22,2,0.83968544,0.33091453,4,8,7,6,2,3,6,6,6,7,8,7,7,7,7,7,8,AT52280,AT2,AT22,NA,0.191,0.214,0.902,2.521,1.877,0.536903690369037,0.5589395267309378,0.5813748012016258,0.668792669780812,0.6397089570962615
AT34,2,0.94756085,0.33091453,2,2,3,4,2,2,5,4,4,4,2,7,5,6,5,6,5,AT52285,AT3,AT34,NA,-3.217,-0.765,-0.964,1.021,-0.133,0.23015301530153015,0.3444347063978966,0.41650468280614955,0.5340459935321595,0.47160659028184326
AT21,2,1.159529,0.33091453,5,7,6,6,5,4,4,5,4,4,4,4,4,1,4,6,5,AT52289,AT2,AT21,NA,-0.255,1,-0.507,-0.164,-1.706,0.4967596759675968,0.7311568799298861,0.4568828414914296,0.42759611929572405,0.3400518524713557
AT22,2,0.6098981,0.33091453,3,9,5,6,2,3,1,0,0,6,8,4,6,3,7,5,3,AT52293,AT2,AT22,NA,-0.653,0.057,-3.786,0.632,-0.562,0.460936093609361,0.5245398773006135,0.16716734405371975,0.49910168882500894,0.43572802542443756
AT13,2,0.68042654,0.33091453,8,3,7,6,4,4,5,6,5,9,10,9,9,9,8,9,9,AT52305,AT1,AT13,NA,0.145,0.866,0.509,3.859,3.234,0.5327632763276328,0.7017966695880807,0.5466513518289451,0.7889867049946101,0.7531989629505729
AT13,2,0.69250387,0.33091453,8,8,8,6,4,4,8,10,5,8,9,8,7,6,8,7,7,AT52438,AT1,AT13,NA,1.707,0.993,2.219,2.723,1.808,0.6733573357335734,0.7296231375985978,0.6977381162749603,0.6869385555156305,0.633938278832483
AT21,2,0.39378572,0.33091453,8,8,8,6,3,3,6,6,5,7,8,5,5,7,8,8,9,AT52449,AT2,AT21,NA,1.494,0.389,0.62,1.21,2.031,0.6541854185418542,0.5972830850131463,0.5564587382929846,0.5510240747394897,0.6525884419168688
AT32,2,0.9137663,0.33091453,6,7,6,4,4,3,10,10,10,7,7,7,7,7,8,10,10,AT52471,AT3,AT32,NA,0.418,0.22,3.848,2.19,2.379,0.5573357335733574,0.5602541630148993,0.8416681392472168,0.6390585698886094,0.6816927322907083
AT13,2,1.3608531,0.33091453,6,10,5,4,4,4,3,5,2,5,4,2,2,3,5,4,6,AT52472,AT1,AT13,NA,0.494,0.455,-1.309,-1.734,-1.511,0.5641764176417642,0.6117440841367222,0.38602226541791834,0.2865612648221344,0.35636029104290373
AT12,2,1.0828215,0.33091453,9,8,7,5,4,3,7,6,6,5,10,2,1,3,8,4,3,AT52477,AT1,AT12,NA,1.318,0.309,1.057,-1.911,-0.961,0.6383438343834384,0.579754601226994,0.5950698003180773,0.2706611570247934,0.40235845111650076
AT22,2,0.32879525,0.33091453,2,7,6,3,0,1,8,8,8,6,7,6,6,8,8,7,8,AT52480,AT2,AT22,NA,-1.005,-1.52,2.374,1.767,2.253,0.4292529252925293,0.1790096406660824,0.7114331153914119,0.6010600071864894,0.6711549719829388
AT32,2,0.45688316,0.33091453,9,8,9,4,5,3,0,0,0,10,7,8,4,7,9,7,3,AT52487,AT3,AT32,NA,1.728,0.21,-4.07,1.969,1.4,0.6752475247524753,0.5580631025416302,0.14207457147905989,0.6192058929213079,0.5998160073597056
AT13,2,0.6854701,0.33091453,3,6,3,4,4,3,6,7,2,4,8,4,4,3,6,3,8,AT52510,AT1,AT13,NA,-1.791,-0.056,-0.239,-0.452,-0.872,0.3585058505850585,0.4997808939526731,0.48056193673793957,0.40172475745598274,0.409801789746592
AT32,2,0.48490664,0.33091453,8,7,8,3,1,2,6,3,2,3,6,0,4,0,0,7,7,AT52519,AT3,AT32,NA,0.528,-0.92,-1.698,-2.509,-3.587,0.5672367236723672,0.31047326906222616,0.35165223537727514,0.2169421487603306,0.18273814501965374
AT33,2,3.516255,0.33091453,4,4,3,5,4,3,8,5,5,3,3,2,2,0,0,2,1,AT52545,AT3,AT33,NA,-2.277,0.219,0.136,-2.361,-4.728,0.3147614761476148,0.5600350569675723,0.5136949991164517,0.2302371541501976,0.08731287112151881
AT33,2,0.340339,0.33091453,5,6,5,6,3,2,5,4,3,3,4,3,3,4,6,8,5,AT52573,AT3,AT33,NA,-0.937,-0.16,-1.224,-1.264,-0.739,0.43537353735373535,0.47699386503067487,0.3935324262237144,0.32878189004671216,0.4209249811825709
AT22,2,1.8296943,0.33091453,1,5,5,4,4,2,2,3,2,6,6,6,6,7,7,3,9,AT52600,AT2,AT22,NA,-2.212,-0.536,-2.136,1.607,1.139,0.3206120612061206,0.39460999123575813,0.312952818519173,0.5866870283866331,0.577987789579326
AT11,2,1.0159594,0.33091453,7,6,8,7,4,5,5,5,5,9,10,8,8,8,9,9,9,AT52616,AT1,AT11,NA,0.893,1.517,0.268,3.182,3.048,0.6000900090009001,0.8444347063978966,0.5253578370736879,0.7281710384477181,0.7376432215438655
AT31,2,0.872949,0.33091453,8,8,8,4,4,3,5,5,5,8,9,7,7,5,7,9,8,AT52629,AT3,AT31,NA,1.429,0.174,-0.116,2.156,1.182,0.6483348334833484,0.5501752848378616,0.4914295811980916,0.6360043118936399,0.581584009366898
AT31,2,0.43282503,0.33091453,3,3,3,3,0,1,7,0,0,6,7,4,6,5,8,9,9,AT52638,AT3,AT31,NA,-2.847,-1.707,-2.996,0.325,0.873,0.2634563456345635,0.13803680981595096,0.23696766213111858,0.4715235357527848,0.555741406707368
AT12,2,0.94841164,0.33091453,6,7,6,4,1,3,3,5,3,7,9,7,7,7,7,6,8,AT52644,AT1,AT12,NA,0.114,-0.383,-0.915,2.131,1.534,0.52997299729973,0.42813321647677477,0.4208340696236084,0.6337585339561623,0.6110228318140002
AT22,2,1.1622558,0.33091453,8,1,4,6,4,4,2,1,2,1,5,1,1,2,5,1,5,AT52681,AT2,AT22,NA,-1.733,0.724,-2.768,-2.593,-2.467,0.36372637263726376,0.6706836108676599,0.25711256405725397,0.20939633489040604,0.2764071255331605
AT31,2,0.8648057,0.33091453,6,7,5,4,2,2,6,5,4,3,10,5,5,4,9,10,6,AT52716,AT3,AT31,NA,-0.234,-0.622,-0.369,0.261,0.811,0.49864986498649866,0.3757668711656442,0.4690758084467221,0.46577434423284225,0.5505561595717989
AT31,2,0.62733126,0.33091453,5,5,5,6,2,2,5,5,3,5,7,5,5,5,6,5,5,AT52731,AT3,AT31,NA,-1.113,-0.284,-0.926,0.308,-0.382,0.4195319531953195,0.44982471516213857,0.4198621664605054,0.46999640675529997,0.45078196872125115
AT21,2,1.5751429,0.33091453,7,8,5,5,3,2,7,5,4,9,10,9,6,9,9,7,7,AT52744,AT2,AT21,NA,0.682,-0.28,0.208,3.395,3.083,0.5810981098109812,0.4507011393514462,0.520056547093126,0.7473050664750269,0.7405703771849126
AT12,2,0.5368175,0.33091453,5,6,6,4,2,3,4,2,2,3,3,1,1,0,1,4,7,AT52745,AT1,AT12,NA,-0.97,-0.321,-2.106,-2.85,-3.622,0.43240324032403243,0.44171779141104295,0.315603463509454,0.1863097376931369,0.1798109893786067
AT31,2,0.43594596,0.33091453,7,8,9,6,4,5,1,0,0,7,8,5,5,5,7,10,0,AT52746,AT3,AT31,NA,1.138,1.309,-3.904,0.566,-0.019,0.6221422142214221,0.7988606485539,0.1567414737586146,0.4931728350700682,0.4811407543698252
AT31,2,0.86565006,0.33091453,5,5,5,2,1,3,7,2,2,6,10,7,5,3,5,5,5,AT52759,AT3,AT31,NA,-1.178,-0.758,-1.729,1.156,-0.983,0.4136813681368137,0.345968448729185,0.3489132355539848,0.5461731943945382,0.4005185247135569
AT12,2,1.0806355,0.33091453,6,7,6,6,4,4,6,5,5,5,8,5,3,6,8,8,7,AT52791,AT1,AT12,NA,0.174,0.853,0.321,0.041,1.116,0.5353735373537354,0.698948290972831,0.5300406432231843,0.4460114983830399,0.5760642301580664
AT31,2,0.4364745,0.33091453,6,8,8,5,3,3,7,2,5,5,10,3,5,2,4,8,9,AT52796,AT3,AT31,NA,0.581,0.18,-0.694,-0.562,-1.186,0.572007200720072,0.551489921121823,0.44036048771867825,0.3918433345310815,0.38354102199548384
AT22,2,0.32879525,0.33091453,5,7,6,5,2,1,3,5,5,4,4,4,2,4,8,4,8,AT52815,AT2,AT22,NA,-0.403,-0.917,-0.425,-0.513,0.16,0.4834383438343835,0.3111305872042069,0.4641279377981976,0.39624505928853754,0.49611106464832316
AT12,2,2.1405962,0.33091453,8,7,8,4,4,3,6,5,4,4,8,4,2,5,8,8,8,AT52833,AT1,AT12,NA,0.994,0.064,-0.023,-0.756,0.762,0.6091809180918092,0.5260736196319019,0.4996465806679626,0.3744160977362558,0.546458141674333
AT22,2,0.41984272,0.33091453,6,8,10,4,3,3,8,6,5,4,8,4,1,0,3,4,1,AT52858,AT2,AT22,NA,0.964,0.02,0.823,-1.056,-2.971,0.6064806480648065,0.516432953549518,0.5743947693938858,0.3474667624865253,0.23425608430208247
AT31,2,0.43282506,0.33091453,5,6,4,5,3,2,5,2,3,3,3,0,0,4,5,5,3,AT52888,AT3,AT31,NA,-1.359,-0.392,-1.871,-3.444,-2.114,0.3973897389738974,0.42616126205083266,0.3363668492666549,0.1329500538986705,0.30592958099857825
AT31,2,1.3078378,0.33091453,9,9,9,4,3,4,7,7,8,5,7,4,6,5,5,5,5,AT52891,AT3,AT31,NA,2.159,0.565,1.769,0.232,-0.492,0.7140414041404141,0.6358457493426819,0.6579784414207458,0.4631692418253683,0.44158233670653174
AT34,2,0.47378042,0.33091453,5,4,5,4,4,3,2,3,3,3,0,5,4,2,5,5,8,AT52904,AT3,AT34,NA,-1.486,-0.012,-2.097,-0.257,-1.378,0.38595859585958603,0.509421560035057,0.31639865700653824,0.41924182536830756,0.36748348247888263
AT13,2,1.4280057,0.33091453,5,5,4,7,5,3,3,2,4,3,3,2,2,2,5,4,6,AT52907,AT1,AT13,NA,-1.404,0.63,-1.581,-2.001,-1.927,0.3933393339333934,0.6500876424189308,0.3619897508393709,0.26257635644987426,0.32156895542360125
AT31,2,1.6548057,0.33091453,8,8,9,6,3,4,2,0,1,4,3,4,5,5,6,10,2,AT52975,AT3,AT31,NA,1.348,0.763,-3.421,-0.147,-0.244,0.641044104410441,0.6792287467134093,0.19941685810213822,0.42912324829320875,0.46232332524880826
AT31,2,0.8700288,0.33091453,7,7,8,5,4,3,7,5,5,7,9,5,5,7,8,7,6,AT52994,AT3,AT31,NA,0.814,0.334,0.235,0.703,1.187,0.592979297929793,0.5852322524101665,0.5224421275843789,0.5054796981674452,0.5820021744584762
AT33,2,0.3978003,0.33091453,8,9,8,6,3,3,9,7,5,7,7,6,6,3,6,6,6,AT53002,AT3,AT33,NA,1.695,0.482,1.189,1.247,-0.34,0.6722772277227723,0.6176599474145487,0.6067326382753137,0.5543478260869564,0.4542945554905077
AT12,2,0.55908823,0.33091453,7,7,8,7,4,3,6,5,4,7,7,5,5,6,8,6,8,AT53008,AT1,AT12,NA,0.865,0.641,0.027,0.772,1.198,0.5975697569756976,0.6524978089395268,0.5040643223184308,0.5116780452748833,0.5829221376599482
AT22,2,0.5811279,0.33091453,8,10,6,5,5,2,10,10,8,5,2,4,4,10,5,7,10,AT53011,AT2,AT22,NA,1.713,0.108,3.456,0.358,1.929,0.673897389738974,0.5357142857142858,0.8070330447075456,0.47448796263025506,0.6440578740486744
AT21,2,0.92452425,0.33091453,5,5,5,4,2,2,8,9,6,2,5,0,0,1,3,5,4,AT53015,AT2,AT21,NA,-1.274,-0.644,1.855,-3.188,-2.889,0.40504050405040504,0.3709465381244522,0.6655769570595511,0.15594681997844054,0.24111399180396423
AT12,2,0.4073112,0.33091453,6,7,7,6,3,4,5,4,3,6,5,6,6,6,7,5,6,AT53016,AT1,AT12,NA,0.357,0.715,-0.786,1.292,0.733,0.5518451845184519,0.6687116564417178,0.43223184308181656,0.558390226374416,0.5440327841431797
AT12,2,1.073635,0.33091453,5,7,6,4,2,2,4,5,3,6,8,5,5,4,5,5,7,AT53029,AT1,AT12,NA,-0.371,-0.698,-0.821,0.473,-0.449,0.4863186318631864,0.3591148115687993,0.4291394239264888,0.48481854114265177,0.44517855649410387
AT22,2,0.32879528,0.33091453,7,7,7,7,2,3,7,6,6,5,10,5,5,6,7,8,9,AT53067,AT2,AT22,NA,0.719,0.428,1.09,0.949,1.418,0.5844284428442845,0.6058282208588958,0.5979855098073865,0.5275781530722242,0.601321401689387
AT13,2,0.65053284,0.33091453,5,9,5,4,4,2,10,8,5,6,6,7,7,5,6,5,4,AT53091,AT1,AT13,NA,0.264,-0.327,1.891,1.93,0.274,0.5434743474347435,0.44040315512708156,0.6687577310478884,0.6157024793388429,0.5056452287363051
AT22,2,0.9332868,0.33091453,5,5,5,6,3,4,7,5,5,5,4,5,5,6,5,6,1,AT53100,AT2,AT22,NA,-0.885,0.722,0.405,0.75,-0.208,0.44005400540054007,0.6702453987730062,0.5374624491959711,0.5097017606899029,0.4653341139081709
AT32,2,0.9137663,0.33091453,3,0,0,6,1,2,0,0,0,0,1,0,0,0,3,2,1,AT53154,AT3,AT32,NA,-4.675,-0.676,-4.549,-4.06,-4.589,0.09891989198919894,0.3639351446099912,0.09975260646757374,0.07761408551922391,0.09893786066739146
AT12,2,0.3912093,0.33091453,6,7,6,6,2,3,3,4,4,6,4,6,6,5,5,6,6,AT53183,AT1,AT12,NA,0.064,0.138,-0.902,1.21,0.028,0.5254725472547255,0.5422874671340929,0.4219826824527302,0.5510240747394897,0.4850715062306598
AT11,2,1.4504194,0.33091453,8,7,8,4,4,3,6,4,4,4,7,2,2,5,9,7,8,AT53193,AT1,AT11,NA,0.929,0.047,-0.32,-1.592,0.684,0.6033303330333034,0.5223488168273445,0.47340519526418096,0.2993172835070068,0.5399347662457138
AT33,2,1.2988544,0.33091453,8,8,6,5,1,3,5,5,5,6,7,5,5,7,7,4,6,AT53212,AT3,AT33,NA,0.897,-0.064,-0.181,0.541,0.552,0.6004500450045005,0.4980280455740579,0.4856865170524828,0.4909270571325907,0.5288952078280504
AT13,2,0.99414355,0.33091453,7,7,7,3,1,2,7,4,4,7,6,6,5,6,7,5,7,AT53236,AT1,AT13,NA,0.497,-0.97,-0.146,1.13,0.842,0.5644464446444645,0.2995179666958809,0.4887789362078106,0.5438375853395616,0.5531487831395835
AT22,2,0.6098981,0.33091453,7,8,6,5,1,2,6,7,5,3,9,4,1,5,6,8,8,AT53245,AT2,AT22,NA,0.544,-0.541,0.762,-0.825,0.333,0.5686768676867686,0.3935144609991236,0.5690051245803145,0.3682177506288178,0.5105795768169273
AT12,2,0.9484116,0.33091453,8,7,3,5,4,4,8,2,4,3,5,2,3,6,7,8,7,AT53278,AT1,AT12,NA,-0.001,0.626,-0.508,-1.463,0.439,0.5196219621962196,0.6492112182296231,0.4567944866584202,0.3109054976643909,0.5194446767583842
AT33,2,0.48294935,0.33091453,1,7,0,4,2,4,5,4,5,0,10,1,1,0,8,6,9,AT53286,AT3,AT33,NA,-2.885,0.11,-0.684,-3.023,-1.667,0.26003600360036006,0.5361524978089396,0.4412440360487719,0.1707689543657923,0.3433135401856653
AT34,2,0.94756085,0.33091453,4,5,6,6,3,4,6,4,6,6,8,6,4,6,8,6,6,AT53298,AT3,AT34,NA,-0.994,0.739,0.026,0.678,0.724,0.4302430243024303,0.6739702015775636,0.5039759674854214,0.5032339202299676,0.5432800869783391
AT33,2,0.6377034,0.33091453,4,6,5,4,4,3,3,2,2,3,3,2,1,0,1,3,3,AT53301,AT3,AT33,NA,-1.483,-0.014,-2.604,-2.582,-4.276,0.38622862286228626,0.5089833479404032,0.27160275667078987,0.21038447718289618,0.12511499540018403
AT31,2,1.3101807,0.33091453,8,8,8,4,2,3,8,8,8,0,7,0,0,0,3,10,10,AT53315,AT3,AT31,NA,1.059,-0.057,2.082,-3.68,-2.387,0.6150315031503151,0.4995617879053462,0.6856335041526772,0.1117499101688825,0.283097766998411
AT13,2,0.6670056,0.33091453,7,10,7,6,4,4,7,7,6,8,8,5,5,3,3,6,7,AT53333,AT1,AT13,NA,1.515,0.974,1.405,0.666,-0.987,0.6560756075607561,0.7254601226993865,0.6258172822053367,0.5021559468199784,0.40018399264029436
AT34,2,0.47378042,0.33091453,5,5,6,6,3,3,2,2,1,4,3,3,1,0,2,3,3,AT53359,AT3,AT34,NA,-1.224,0.237,-3.081,-2.032,-3.884,0.4095409540954095,0.5639789658194567,0.2294575013253225,0.2597915918074021,0.15789913857991136
AT22,2,0.44314238,0.33091453,0,7,5,3,4,2,0,0,0,0,5,0,0,0,5,2,5,AT53368,AT2,AT22,NA,-2.514,-0.794,-4.194,-3.466,-3.168,0.29342934293429346,0.33808063102541636,0.13111857218589856,0.13097376931369026,0.21778037969390315
AT11,2,0.8841214,0.33091453,7,8,8,4,3,2,5,4,4,5,7,4,2,5,8,8,8,AT53377,AT1,AT11,NA,0.899,-0.519,-0.523,-0.669,0.779,0.6006300630063006,0.3983347940403155,0.45546916416327976,0.3822314049586777,0.5478799029856988
AT31,2,0.8656501,0.33091453,6,7,7,3,1,2,8,4,5,5,9,5,5,5,7,10,10,AT53380,AT3,AT31,NA,0.168,-0.914,0.065,0.479,1.03,0.5348334833483349,0.31178790534618755,0.5074218059727867,0.4853575278476464,0.5688717905829221
AT13,2,1.483479,0.33091453,1,10,6,4,4,2,0,0,0,1,4,1,1,2,1,2,5,AT53384,AT1,AT13,NA,-1.161,-0.557,-4.097,-3.052,-3.598,0.4152115211521152,0.3900087642418931,0.139688990987807,0.16816385195831837,0.18181818181818185
AT22,2,0.83893704,0.33091453,9,10,10,6,4,3,2,2,2,8,7,2,2,8,10,10,10,AT53390,AT2,AT22,NA,2.523,0.473,-2.206,-0.662,2.601,0.7468046804680469,0.6156879929886064,0.3067679802085174,0.3828602227811714,0.7002592623567785
AT31,2,0.43672693,0.33091453,7,7,8,6,4,4,6,4,5,6,8,5,4,5,7,6,6,AT53398,AT3,AT31,NA,0.792,0.953,-0.244,0.238,0.122,0.590999099909991,0.7208588957055214,0.48012016257289275,0.4637082285303629,0.49293300995232914
AT31,2,1.745898,0.33091453,6,9,9,4,1,2,10,10,10,6,10,7,6,7,8,8,9,AT53415,AT3,AT31,NA,1.444,-0.559,3.837,1.811,2.014,0.6496849684968498,0.3895705521472393,0.8406962360841139,0.6050125763564498,0.651166680605503
AT31,2,0.76981914,0.33091453,1,5,1,6,4,3,10,8,5,2,5,1,1,0,4,8,7,AT53421,AT3,AT31,NA,-3.144,0.376,1.383,-2.921,-2.601,0.23672367236723674,0.5944347063978966,0.6238734758791306,0.1799317283507007,0.26520030107886594
AT33,2,1.2988544,0.33091453,9,9,9,7,4,3,9,7,5,8,10,7,7,0,8,2,7,AT53497,AT3,AT33,NA,2.247,0.843,1.222,1.983,-0.784,0.7219621962196221,0.6967572304995618,0.6096483477646227,0.6204635285662953,0.4171614953583675
AT32,2,1.163636,0.33091453,7,8,7,5,4,2,6,8,7,10,7,8,8,4,4,3,5,AT53502,AT3,AT32,NA,0.969,-0.023,1.502,2.836,-0.603,0.606930693069307,0.507011393514461,0.6343877010072451,0.697089471793029,0.43229907167349674
AT33,2,2.1640618,0.33091453,7,6,7,4,2,2,6,6,6,5,7,4,7,3,3,7,8,AT53509,AT3,AT33,NA,0.159,-0.558,0.526,0.381,-1.095,0.534023402340234,0.3897896581945662,0.5481533839901043,0.47655407833273444,0.39115162666220626
AT22,2,0.4666434,0.33091453,7,6,8,6,3,5,8,9,7,4,4,3,3,2,4,6,4,AT53535,AT2,AT22,NA,0.584,1.282,2.383,-0.791,-1.584,0.5722772277227722,0.7929447852760737,0.7122283088884962,0.37127200862378723,0.3502550807058627
AT31,2,0.4512756,0.33091453,7,7,7,3,1,2,5,0,0,8,10,3,4,3,3,10,2,AT53536,AT3,AT31,NA,0.127,-0.988,-3.321,-0.629,-1.698,0.5311431143114311,0.29557405784399654,0.20825234140307475,0.3858246496586417,0.34072091661788073
AT22,2,0.6098981,0.33091453,8,7,6,5,2,2,6,3,4,4,8,3,2,5,6,7,9,AT53539,AT2,AT22,NA,0.492,-0.45,-0.682,-0.898,0.251,0.5639963996399641,0.4134531113058721,0.44142074571479056,0.3616600790513834,0.5037216693150456
AT34,2,0.42728814,0.33091453,4,4,4,7,2,3,3,2,0,3,2,3,3,2,2,3,4,AT53567,AT3,AT34,NA,-2.137,0.245,-3.217,-1.543,-3.15,0.3273627362736274,0.565731814198072,0.21744124403604875,0.3037190082644628,0.2192857740235845
AT12,2,0.93086755,0.33091453,8,9,8,5,4,3,6,5,6,10,10,10,10,9,8,9,8,AT53580,AT1,AT12,NA,2.014,0.342,0.799,4.683,3.434,0.7009900990099011,0.5869851007887819,0.5722742534016612,0.8630075458138697,0.769925566613699
AT34,2,0.94756097,0.33091453,6,6,5,6,3,3,7,5,5,5,5,4,6,5,6,5,3,AT53620,AT3,AT34,NA,-0.441,0.344,0.144,0.163,-0.567,0.48001800180018006,0.5874233128834356,0.5144018377805266,0.4569708947179303,0.4353098603328594
AT34,2,0.47378042,0.33091453,8,9,8,2,1,2,9,7,5,6,6,3,6,4,5,4,4,AT53645,AT3,AT34,NA,1.428,-1.001,1.081,-0.175,-1.089,0.6482448244824482,0.29272567922874676,0.5971903163103022,0.42660797700323394,0.39165342477209997
AT13,2,0.6989865,0.33091453,2,3,3,5,2,3,3,5,4,1,2,0,0,0,2,1,2,AT53647,AT1,AT13,NA,-3.281,-0.209,-0.923,-3.834,-4.465,0.22439243924392438,0.46625766871165647,0.42012723095953347,0.09791591807402085,0.10930835493852975
AT13,2,0.69250387,0.33091453,9,9,7,6,3,2,7,5,5,5,6,4,4,1,8,5,5,AT53691,AT1,AT13,NA,1.624,-0.056,0.476,-0.279,-0.783,0.6658865886588659,0.4997808939526731,0.543735642339636,0.41726554078332734,0.4172451283766831
AT12,2,1.4462273,0.33091453,6,5,6,4,4,3,6,4,4,6,8,5,3,4,8,7,6,AT53810,AT1,AT12,NA,-0.533,-0.008,-0.359,0.032,0.337,0.4717371737173717,0.5102979842243647,0.4699593567768157,0.44520301832554793,0.5109141088901898
AT21,2,1.159529,0.33091453,4,5,6,6,4,3,5,6,5,3,5,0,0,3,6,7,8,AT53820,AT2,AT21,NA,-1.255,0.375,0.208,-2.901,-0.959,0.4067506750675068,0.5942156003505698,0.520056547093126,0.18172835070068274,0.40252571715313207
AT22,2,0.9408682,0.33091453,5,6,8,5,2,2,5,6,4,3,5,3,3,4,6,2,8,AT53821,AT2,AT22,NA,-0.271,-0.461,-0.08,-0.832,-0.658,0.49531953195319534,0.4110429447852761,0.4946103551864287,0.3675889328063241,0.427699255666137
AT11,2,1.0159594,0.33091453,8,9,8,6,4,4,8,9,8,10,10,7,7,7,9,9,8,AT53834,AT1,AT11,NA,2.045,1.018,2.932,2.596,2.654,0.7037803780378038,0.7351007887817704,0.7607351122106379,0.6755300035932447,0.7046918123275069
AT13,2,1.5597948,0.33091453,4,5,6,6,4,3,7,7,5,8,8,5,5,4,8,5,8,AT53841,AT1,AT13,NA,-0.961,0.395,1.012,0.766,0.514,0.4332133213321332,0.5985977212971079,0.5910938328326559,0.5111390585698886,0.5257171531320566
AT33,2,0.96589863,0.33091453,5,7,5,5,5,4,8,5,5,5,8,4,4,3,4,9,9,AT53865,AT3,AT33,NA,-0.43,0.855,0.346,-0.379,-0.771,0.48100810081008105,0.6993865030674847,0.5322495140484185,0.4082824290334171,0.41824872459647067
AT13,2,0.6670056,0.33091453,6,10,6,3,2,2,0,3,2,5,5,4,3,2,4,5,5,AT53877,AT1,AT13,NA,0.539,-0.887,-2.495,-0.687,-1.761,0.5682268226822682,0.31770376862401406,0.28123343346881075,0.38061444484369383,0.33545203646399596
AT22,2,0.44314238,0.33091453,3,6,1,6,3,2,3,1,1,6,8,4,5,8,9,8,9,AT53922,AT2,AT22,NA,-2.159,-0.32,-2.802,0.627,2.206,0.3253825382538254,0.44193689745836995,0.2541084997349355,0.4986525332375134,0.6672242201221041
AT11,2,0.54569674,0.33091453,7,6,6,4,3,3,6,5,4,3,8,3,2,5,8,8,8,AT53933,AT1,AT11,NA,-0.026,-0.121,-0.077,-1.3,0.589,0.5173717371737174,0.4855390008764242,0.4948754196854568,0.32554796981674455,0.5319896295057289
AT34,2,0.8224978,0.33091453,7,5,5,3,2,3,1,0,0,1,2,1,1,1,2,0,0,AT53948,AT3,AT34,NA,-1.057,-0.494,-4.212,-3.214,-4.546,0.4245724572457246,0.4038124452234882,0.12952818519173,0.15361121092346391,0.10253408045496361
